id_number,name,host_since,host_response_rate,host_acceptance_rate,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,host_response_rate_nan,host_acceptance_rate_nan,Capitol Hill,Columbia Heights,Dupont Circle,Logan Circle,U Street Corridor,Adams Morgan,Near Northeast/H Street Corridor,Shaw,city_one_hot,state_one_hot,property_type_house,property_type_other,Private room,Shared room,bed_type_not_real_bed,instant_bookable_not_f,moderate,strict,super_strict_30,email,facebook,google,jumio,kba,linkedin,manual_offline,manual_online,phone,reviews,sent_id,Washer_amenities,Dryer_amenities,SmokeDetector_amenities,Internet_amenities,Essentials_amenities,TV_amenities,Shampoo_amenities,CableTV_amenities,FireExtinguisher_amenities,Family/KidFriendly_amenities,CarbonMonoxideDetector_amenities,FirstAidKit_amenities,FreeParkingonPremises_amenities,ElevatorinBuilding_amenities,other_rare_amenities_amenities,price_log
2793,Mansion / One Block to Metro,-0.29605319874499864,0.5952693926966371,0.45441819576367404,3.3479220087215738,4.659892973936595,5.680415983191666,5.2755882761977135,499.0,3.571828940493253,3.2433845313278926,-0.06591913940044118,-0.01829765720493445,-0.24227862085934887,0.19994480606583992,-0.7002266991249751,0.6328007310235059,0.4191537548024249,0.4042185363447895,-0.42955606593324097,-0.3891493148089094,-0.19470718343598678,-0.030911207167812774,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6.212606095751519
2794,American Guest House ,1.976628669716722,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,160.0,-0.8166987378582321,-0.46049569642034127,-0.06591913940044118,-0.018326238355850764,-0.10959620441926742,0.3272876519473091,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.8918341139561298,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,5.075173815233827
2795,Economist Special in Family Home!,-0.29605319874499864,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,55.0,-0.8166987378582321,-0.46049569642034127,-0.06591913940044118,-0.01832258262724519,0.12259802435087516,-0.30942657746003677,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,-0.42955606593324097,-0.3891493148089094,-0.19470718343598678,0.41380393673608595,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,4.007333185232471
2796,Come share Apt in Col. Heights!!,-1.0547353028724864,0.0706961774445133,-1.925012799342933,-1.0843194163871952,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,49.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.24227862085934887,-0.05474088569709842,-0.7002266991249751,0.6328007310235059,-1.056523433860767,-1.221810384247748,-0.42955606593324097,-0.3891493148089094,-0.3563195095221102,-0.05371711198339735,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3.8918202981106265
2797,Great Studio In The Heart of DC,-0.3717531869617103,-2.4904554029040913,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-1.4369087904022355,-0.5430874756230608,149.0,-0.8166987378582321,-0.46049569642034127,0.18969780656291685,-0.018326238355850764,-0.10959620441926742,0.5819733437102474,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,-0.3891493148089094,-0.3563195095221102,-0.6466706371885959,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,5.003946305945459
2798,Affordable One BR 10mins to Metro,0.6998222017948522,0.5952693926966371,0.7485051726869626,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,135.0,-0.3778459700230835,0.2802803491293055,-0.06591913940044118,-0.01829765720493445,0.12259802435087516,0.7093161895917166,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.3159850173626197,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,4.90527477843843
2799,[1536-1] Lux 1BR-New West End 25,2.5300796946789026,-0.7007350214556688,-0.5615186336076862,-0.09937687747413539,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,249.0,-0.8166987378582321,-0.46049569642034127,0.44531475252627484,-0.018317086252068977,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2901297948223836,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,5.517452896464707
2800,"Nice, Clean 1bd/1ba apartment",-0.6896931374718991,0.28669691313656426,0.7485051726869626,-0.09937687747413539,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,50.0,0.28043318172963927,-0.46049569642034127,-0.06591913940044118,-0.01829765720493445,-0.40813164140945074,-0.8187979609859135,0.5808383245715515,-0.3008131434104074,0.4191537548024249,-1.221810384247748,-2.643495700397196,-0.3891493148089094,-0.3563195095221102,0.04320798348283697,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,3.912023005428146
2801,Maryland Avenue ~ Walk to Capitol ,2.4291463770566204,0.5644121447406298,0.45441819576367404,1.3780369308954543,0.41872324925717186,0.9355328007957316,0.2881519174941927,234.0,1.706704677193872,1.7618324402285992,0.18969780656291685,-0.01829765720493445,-0.27544922496936924,-1.3281693445117901,-1.981291722821502,-1.2344270178443206,-4.007877811187151,-2.8478393048402855,0.6774137512987364,-1.5730040814673716,3.0375393382864826,-0.4243130652366463,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,5.455321115357702
2802,2 BD Row House in NE DC,0.20524894544566955,0.5952693926966371,0.5346237349245709,1.3780369308954543,1.2669571941930564,0.9355328007957316,0.2881519174941927,160.0,-0.15841958610550927,1.7618324402285992,0.18969780656291685,-0.018326059404100842,-0.47447284962949143,-1.7101978821561976,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-3.750465517629173,0.7947054518495527,-0.19470718343598678,-0.9887592094223641,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,5.075173815233827
2803,Phillips Row Apartment,0.013475641963333397,0.5335548967846225,-0.5347834538873872,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,175.0,-0.8166987378582321,-0.46049569642034127,0.18969780656291685,-0.01832411649938739,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.108173533922828,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,5.1647859739235145
2804,Private Guest Suite on Capitol Hill,1.7512109270269582,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,85.0,0.28043318172963927,-0.46049569642034127,-0.3215360853637992,-0.018317086252068977,5.463065286064154,-0.18208373157856758,-0.7002266991249751,-0.3008131434104074,0.4191537548024249,0.4042185363447895,-0.42955606593324097,-0.3891493148089094,-0.03309485734986331,0.9212353188828424,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,1.0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,4.442651256490317
2805,Blue Room with Private Bath,0.1901089478023272,-0.021875566423508543,-0.4545779147264904,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,120.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03309485734986331,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.787491742782046
2806,"Large, airy room near Logan Circle!",-1.162397508336254,0.5952693926966371,0.481153375483973,-1.0843194163871952,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,97.0,-0.5753297155489003,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.01008439208920631,0.4546304978287783,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,2.745707704129607,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4.574710978503383
2807,Cozy room on Capitol Hill,-0.07399989997597783,0.5952693926966371,0.6415644538057668,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,75.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.10959620441926742,-0.18208373157856758,-0.7002266991249751,-1.2344270178443206,0.4191537548024249,-1.221810384247748,0.6774137512987364,-0.3891493148089094,-0.19470718343598678,3.435586324801039,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,4.31748811353631
2808,Room Available in a Group House,-0.3936220724465381,-2.4904554029040913,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,100.0,-0.8166987378582321,-0.46049569642034127,0.44531475252627484,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03309485734986331,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.605170185988092
2809,One bedroom historical apartment #2,-1.1052019616836275,0.5952693926966371,0.7485051726869626,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,129.0,-0.2681327780642964,1.0210563946789522,-0.3215360853637992,-0.01829765720493445,-0.17593741263930815,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.19470718343598678,3.8574955638893536,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,4.859812404361672
2810,Master Bedroom in Solar Home,0.6157111037762838,0.4101259049605934,0.34747747688247826,-0.5918481469306653,0.41872324925717186,-0.2506879948032519,-0.5430874756230608,80.0,-0.8166987378582321,-0.46049569642034127,0.18969780656291685,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12851746873626016,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,4.382026634673881
2811,Terrific Home in Heart of DC,-0.29605319874499864,0.5644121447406298,0.6950348132463646,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,90.0,1.2678519093587235,-0.46049569642034127,0.18969780656291685,-0.01829765720493445,-0.40813164140945074,-2.6015978033264817,0.5808383245715515,-2.168040892278234,-1.056523433860767,-1.221810384247748,-0.42955606593324097,-1.5730040814673716,0.2901297948223836,-0.5497455417223615,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,4.499809670330265
2812,The Leighton -  Historic AnacostiaT,-1.076604188357314,0.16326792131253515,0.4276830160433751,-1.0843194163871952,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,45.0,-0.2681327780642964,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7749667730807541,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,3.8066624897703196
2813,"Large, cute room in a great area!",1.239815451074062,0.3792686570045861,0.45441819576367404,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,60.0,-0.48755916198187066,-0.46049569642034127,-0.06591913940044118,-0.01829765720493445,-0.47447284962949143,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.45852192246002316,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,4.0943445622221
2814,"High-End Apartment, in heart of DC",0.10599784978375873,0.5952693926966371,0.7217699929666636,0.39309439198239454,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,148.0,-0.04870639414672212,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,2.6103933326024027,-0.18208373157856758,0.5808383245715515,-0.3008131434104074,-1.056523433860767,0.4042185363447895,0.6774137512987364,-0.3891493148089094,0.12851746873626016,3.0820948001594792,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,4.997212273764115
2815,DC Rowhouse,3.0953062733636827,0.5952693926966371,-1.925012799342933,-1.0843194163871952,2.115191139128941,-0.2506879948032519,-0.5430874756230608,99.0,-0.8166987378582321,-0.46049569642034127,-0.06591913940044118,-0.018317086252068977,3.472829039462932,0.5819733437102474,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,-0.42955606593324097,0.7947054518495527,-0.3563195095221102,-0.19055254087690468,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,1,0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,4.59511985013459
2816,"2Bdrm Apt,2Bds-Sleeps 5 - Apt#2",-0.5080131657517912,-1.5647379642238726,-1.925012799342933,0.39309439198239454,-0.4295106956787127,0.9355328007957316,0.2881519174941927,108.0,0.28043318172963927,-0.46049569642034127,0.18969780656291685,-0.01832181569117409,-0.47447284962949143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,-0.9260429711795066,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,4.68213122712422
2817,"Quiet place in the city, basement ",0.5702911108462567,0.5952693926966371,0.7485051726869626,-1.0843194163871952,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,55.0,-0.8166987378582321,-0.46049569642034127,0.18969780656291685,-0.01829765720493445,-0.04325499619922668,-0.05474088569709842,-0.7002266991249751,-0.3008131434104074,0.4191537548024249,0.4042185363447895,-1.5365258831652184,-0.3891493148089094,-0.19470718343598678,-0.6637750658002841,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,4.007333185232471
2818,2 bdrm apt near Basilica,-1.2784708236018785,-2.4904554029040913,-1.925012799342933,0.39309439198239454,1.2669571941930564,0.9355328007957316,0.2881519174941927,1200.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,7.090076835776092
2819,Apartment in the best location ever,-0.18502654936048823,0.5952693926966371,-1.256633306335459,0.39309439198239454,1.2669571941930564,0.9355328007957316,0.2881519174941927,150.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19470718343598678,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,5.0106352940962555
2820,Dupont Condo. Prime Location. #2,-1.207817501266281,0.5952693926966371,-1.256633306335459,-1.0843194163871952,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,132.0,0.828999141523575,-0.46049569642034127,0.7009316984896329,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45174212090850707,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4.882801922586371
2821,Central 2 bd/2 bath gem w/ parking!,0.5467400034010576,-0.17616180620354496,0.7485051726869626,0.8855656614389245,1.2669571941930564,0.9355328007957316,0.2881519174941927,200.0,0.28043318172963927,-0.46049569642034127,-0.06591913940044118,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,5.298317366548036
2822,Big Sunny Townhouse in Glover Park,0.2304822748512401,0.5952693926966371,-0.29416683640469665,0.8855656614389245,1.2669571941930564,2.1217535963947154,1.1193913106114461,150.0,0.28043318172963927,-0.46049569642034127,-0.06591913940044118,-0.018326161662243653,-0.44130224551947106,0.8366590354731858,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.19470718343598678,-0.7435957326548301,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,5.0106352940962555
2823,1 bd apt furnished best location DC,-0.5769842661270174,0.28669691313656426,-0.7486648916497789,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,70.0,0.28043318172963927,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.44130224551947106,0.8366590354731858,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.43001454144054246,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,4.248495242049359
2824,Contemporary Tree House,-0.33306208187316877,-2.4904554029040913,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,28.0,0.28043318172963927,-0.46049569642034127,0.18969780656291685,-0.01829765720493445,-0.47447284962949143,0.8366590354731858,0.5808383245715515,-1.2344270178443206,0.4191537548024249,0.4042185363447895,-1.5365258831652184,-1.5730040814673716,-0.3563195095221102,-0.9887592094223641,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,3.332204510175204
2825,Cozy private second floor,-1.276788601641507,0.5952693926966371,0.29400711744188035,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,52.0,-0.8166987378582321,0.2802803491293055,-0.3215360853637992,-0.01829765720493445,-0.47447284962949143,-1.7101978821561976,0.5808383245715515,-1.2344270178443206,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.45852192246002316,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,3.9512437185814275
2826,Cozy Corner Room on Second Floor,-1.0816508542384282,-2.4904554029040913,-1.925012799342933,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,50.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.47447284962949143,-4.257054799785581,-7.1055518176076085,-6.8361102644478,0.4191537548024249,-2.8478393048402855,0.6774137512987364,-6.30842314810122,-0.19470718343598678,-0.8861326377522336,1,1,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,3.912023005428146
2827,Private room & bath 15 min to Metro,0.8142132951001054,-0.6390205255436542,0.29400711744188035,-0.5918481469306653,2.115191139128941,-0.2506879948032519,-0.5430874756230608,55.0,-0.706985545899445,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,0.6864982942212214,0.4546304978287783,0.5808383245715515,-0.3008131434104074,0.4191537548024249,0.4042185363447895,-0.42955606593324097,0.7947054518495527,-0.3563195095221102,-0.5155366844989846,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,4.007333185232471
2828,Bedroom in Rosslyn Apartment,1.0143977083842983,0.31755416109257156,-0.4545779147264904,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,0.2881519174941927,50.0,-0.8166987378582321,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.37496103729943037,-0.6914551151044442,-0.7002266991249751,-3.101654766712147,0.4191537548024249,0.4042185363447895,0.6774137512987364,-0.3891493148089094,-0.3563195095221102,-0.948848875995091,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3.912023005428146
2829,Efficiency Suite English Basement,-1.1405286228514262,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,95.0,0.28043318172963927,-1.201271741969988,0.18969780656291685,-0.01829765720493445,-0.5076434537395118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19470718343598678,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,4.553876891600541
2830,Garden level bedroom/private bath,-0.6560486982644718,-1.6573097080918946,0.4276830160433751,-0.5918481469306653,-0.4295106956787127,-0.2506879948032519,-0.5430874756230608,85.0,-0.8166987378582321,-0.46049569642034127,-0.06591913940044118,-0.01829765720493445,-0.3086198290793896,0.4546304978287783,-0.7002266991249751,-0.3008131434104074,0.4191537548024249,0.4042185363447895,-1.5365258831652184,-0.3891493148089094,-0.19470718343598678,-0.6409691609846996,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,4.442651256490317
2831,Row house near Union Station,1.3760754298641429,0.5952693926966371,0.7485051726869626,-0.5918481469306653,-0.4295106956787127,-1.4369087904022355,-0.5430874756230608,110.0,-0.2681327780642964,-0.46049569642034127,-0.3215360853637992,-0.01829765720493445,-0.47447284962949143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3563195095221102,-0.45852192246002316,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,4.700480365792417
2832,Berliner Studio in Downtown DC,1.308786551449288,0.00898168153249874,0.6148292740854678,-0.5918481469306653,-0.4295106956787127,-1.4369087904022355,-0.5430874756230608,85.0,0.6095727576060007,-0.46049569642034127,-0.3215360853637992,-0.01832488343545849,0.4874746695610992,-1.0734836527488518,-0.7002266991249751,-0.3008131434104074,-1.056523433860767,-1.221810384247748,0.6774137512987364,-1.5730040814673716,0.6133544469946306,0.2142522695997213,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,4.442651256490317
2833,"Cozy room, nice home, great area!",0.9302866103657299,0.5952693926966371,-1.0427518685730675,-0.5918481469306653,0.41872324925717186,-0.2506879948032519,-0.5430874756230608,75.0,-0.8166987378582321,-0.46049569642034127,0.18969780656291685,-0.01832488343545849,-0.10959620441926742,0.5819733437102474,0.5808383245715515,0.6328007310235059,0.4191537548024249,0.4042185363447895,0.6774137512987364,0.7947054518495527,-0.3563195095221102,-0.8063119708976876,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4.31748811353631
